CASENO,OFFENSE_CAT,OFFENSE,EVENT_MONTH,EVENT_DAY,EVENT_YEAR,EVENT_TIME,CVLEGEND,EVENT_DOW,Day,BLKADDR,City,State,Latitude,Longitude
16091492,THEFT,THEFT MISD. (UNDER $950),9,1,2016,13,LARCENY,4,Thursday,3000 TELEGRAPH AVE,Berkeley,CA,37.855435,-122.259841
16046374,THEFT,ROBBERY,8,4,2016,0,ROBBERY,4,Thursday,2300 TELEGRAPH AVE,Berkeley,CA,37.868714,-122.259189
16039304,BURGLARY,BURGLARY AUTO,7,3,2016,12,BURGLARY - VEHICLE,0,Sunday,BERKELEY WAY & HENRY ST,Berkeley,CA,37.872831,-122.269636
16048104,THEFT,THEFT MISD. (UNDER $950),8,15,2016,16,LARCENY,1,Monday,2300 SHATTUCK AVE,Berkeley,CA,37.867176,-122.267802
16050775,GUN/WEAPON,GUN/WEAPON,8,28,2016,8,WEAPONS OFFENSE,0,Sunday,ASHBY AVENUE & ADELINE ST,Berkeley,CA,37.854629,-122.26916
16091610,THEFT,THEFT MISD. (UNDER $950),9,18,2016,16,LARCENY,0,Sunday,3300 ADELINE ST,Berkeley,CA,37.848259,-122.271795
16046215,IDENTITY THEFT,IDENTITY THEFT,6,11,2016,16,FRAUD,6,Saturday,MILVIA STREET & HEARST AVE,Berkeley,CA,37.873607,-122.270903
16051492,VANDALISM,VANDALISM,8,30,2016,8,VANDALISM,2,Tuesday,2600 PIEDMONT AVE,Berkeley,CA,37.863893,-122.251422
16043773,THEFT,THEFT MISD. (UNDER $950),7,25,2016,16,LARCENY,1,Monday,1600 UNIVERSITY AVE,Berkeley,CA,37.870652,-122.27958
16045661,BURGLARY,BURGLARY AUTO,8,3,2016,19,BURGLARY - VEHICLE,3,Wednesday,1000 GILMAN ST,Berkeley,CA,37.88015,-122.297446
16035931,ALCOHOL OFFENSE,ALCOHOL OFFENSE,6,17,2016,23,LIQUOR LAW VIOLATION,5,Friday,2100 CENTER ST,Berkeley,CA,37.870308,-122.26805
16091771,THEFT,THEFT MISD. (UNDER $950),10,1,2016,17,LARCENY,6,Saturday,2000 BERKELEY WAY,Berkeley,CA,37.872691,-122.270741
16054174,VEHICLE THEFT,VEHICLE STOLEN,9,12,2016,21,MOTOR VEHICLE THEFT,1,Monday,,Berkeley,CA,37.869058,-122.270455
16041569,ALCOHOL OFFENSE,ALCOHOL OFFENSE,7,15,2016,4,LIQUOR LAW VIOLATION,5,Friday,UNIVERSITY AVENUE & EIGHTH ST,Berkeley,CA,37.868366,-122.295508
16030957,BURGLARY,BURGLARY AUTO,5,26,2016,15,BURGLARY - VEHICLE,4,Thursday,2500 HEARST AVE,Berkeley,CA,37.875048,-122.260399
16033708,DISTURBANCE,DISTURBANCE,6,7,2016,22,DISORDERLY CONDUCT,2,Tuesday,2300 SHATTUCK AVE,Berkeley,CA,37.867176,-122.267802
16047909,VEHICLE THEFT,VEHICLE STOLEN,8,5,2016,0,MOTOR VEHICLE THEFT,5,Friday,1300 TOMLEE DR,Berkeley,CA,37.877047,-122.286183
16038978,THEFT,THEFT MISD. (UNDER $950),7,1,2016,22,LARCENY,5,Friday,CURTIS STREET & UNIVERSITY AVE,Berkeley,CA,37.869488,-122.289522
16064187,VANDALISM,VANDALISM,10,29,2016,21,VANDALISM,6,Saturday,2500 SAN PABLO AVE,Berkeley,CA,37.861078,-122.289632
16055032,THEFT,THEFT FROM PERSON,9,17,2016,9,LARCENY,6,Saturday,2700 COLLEGE AVE,Berkeley,CA,37.861645,-122.253508
16042657,THEFT,THEFT MISD. (UNDER $950),7,17,2016,11,LARCENY,0,Sunday,1800 FOURTH ST,Berkeley,CA,37.869944,-122.300636
16062336,DISTURBANCE,DISTURBANCE,10,21,2016,6,DISORDERLY CONDUCT,5,Friday,2000 CENTER ST,Berkeley,CA,37.869973,-122.270557
16055090,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,9,17,2016,14,ASSAULT,6,Saturday,100 SEAWALL DR,Berkeley,CA,37.863611,-122.317566
16056880,DISTURBANCE,DISTURBANCE,9,24,2016,12,DISORDERLY CONDUCT,6,Saturday,2700 MILVIA ST,Berkeley,CA,37.860225,-122.269453
16036240,THEFT,THEFT MISD. (UNDER $950),6,19,2016,12,LARCENY,0,Sunday,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
16091450,THEFT,THEFT MISD. (UNDER $950),8,18,2016,2,LARCENY,4,Thursday,1600 BEVERLY PL,Berkeley,CA,37.88553,-122.280474
16090925,THEFT,THEFT MISD. (UNDER $950),6,2,2016,9,LARCENY,4,Thursday,1888 BERKELEY WAY,Berkeley,CA,37.872467,-122.273053
16056006,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE,9,21,2016,16,FAMILY OFFENSE,3,Wednesday,1900 TENTH ST,Berkeley,CA,37.870213,-122.293749
16050023,THEFT,ROBBERY,8,24,2016,22,ROBBERY,3,Wednesday,1400 SHATTUCK AVE,Berkeley,CA,37.881957,-122.269551
16055376,BURGLARY,BURGLARY RESIDENTIAL,9,16,2016,15,BURGLARY - RESIDENTIAL,5,Friday,1400 LE ROY AVE,Berkeley,CA,37.882934,-122.260724
16056536,BURGLARY,BURGLARY AUTO,9,23,2016,20,BURGLARY - VEHICLE,5,Friday,SAN PABLO AVENUE & ADDISON ST,Berkeley,CA,37.867835,-122.291645
16051355,NARCOTICS,NARCOTICS,8,31,2016,0,DRUG VIOLATION,3,Wednesday,2300 SAN PABLO AVE,Berkeley,CA,37.864411,-122.290705
16059442,THEFT,THEFT MISD. (UNDER $950),10,6,2016,13,LARCENY,4,Thursday,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
16059489,BURGLARY,BURGLARY AUTO,10,6,2016,16,BURGLARY - VEHICLE,4,Thursday,2300 FOURTH ST,Berkeley,CA,37.862843,-122.298368
16062473,BURGLARY,BURGLARY RESIDENTIAL,10,21,2016,13,BURGLARY - RESIDENTIAL,5,Friday,1500 CEDAR ST,Berkeley,CA,37.876696,-122.282465
16055026,THEFT,THEFT MISD. (UNDER $950),9,9,2016,21,LARCENY,5,Friday,700 HILLDALE AVE,Berkeley,CA,37.898747,-122.266109
16091676,BURGLARY,BURGLARY AUTO,9,27,2016,15,BURGLARY - VEHICLE,2,Tuesday,2800 FOREST AVE,Berkeley,CA,37.861541,-122.251156
16050129,THEFT,THEFT MISD. (UNDER $950),8,25,2016,13,LARCENY,4,Thursday,1500 SHATTUCK AVE,Berkeley,CA,37.880227,-122.26936
16061763,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE,10,18,2016,11,FAMILY OFFENSE,2,Tuesday,1900 SAN PABLO AVE,Berkeley,CA,37.870236,-122.292591
16040110,BURGLARY,BURGLARY RESIDENTIAL,7,4,2016,21,BURGLARY - RESIDENTIAL,1,Monday,2600 HILLEGASS AVE,Berkeley,CA,37.863292,-122.256293
16064193,NARCOTICS,NARCOTICS,10,29,2016,22,DRUG VIOLATION,6,Saturday,HASTE STREET & SHATTUCK AVE,Berkeley,CA,37.864894,-122.267402
16042506,VEHICLE THEFT,VEHICLE STOLEN,7,19,2016,17,MOTOR VEHICLE THEFT,2,Tuesday,900 SPRUCE ST,Berkeley,CA,37.893139,-122.267661
16051975,NARCOTICS,NARCOTICS,9,2,2016,22,DRUG VIOLATION,5,Friday,2100 MILVIA ST,Berkeley,CA,37.870603,-122.270612
16091496,BURGLARY,BURGLARY AUTO,9,1,2016,16,BURGLARY - VEHICLE,4,Thursday,1050 GILMAN AVE,Berkeley,CA,37.880333,-122.296539
16060109,THEFT,THEFT FROM AUTO,10,8,2016,18,LARCENY - FROM VEHICLE,6,Saturday,3000 HARPER ST,Berkeley,CA,37.853485,-122.272093
16059348,NARCOTICS,NARCOTICS,10,6,2016,2,DRUG VIOLATION,4,Thursday,2400 ASHBY AVE,Berkeley,CA,37.856111,-122.260248
16058707,GUN/WEAPON,GUN/WEAPON,9,30,2016,9,WEAPONS OFFENSE,5,Friday,2700 M L KING JR WAY,Berkeley,CA,37.859609,-122.271999
16091414,THEFT,THEFT MISD. (UNDER $950),8,15,2016,17,LARCENY,1,Monday,2800 HILLEGASS AVE,Berkeley,CA,37.85968,-122.255796
16059356,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE,10,6,2016,2,FAMILY OFFENSE,4,Thursday,2400 WARD ST,Berkeley,CA,37.860372,-122.25981
16035641,DISTURBANCE,DISTURBANCE,6,16,2016,16,DISORDERLY CONDUCT,4,Thursday,KITTREDGE STREET & FULTON ST,Berkeley,CA,37.868706,-122.266279
16055180,NARCOTICS,NARCOTICS,9,17,2016,21,DRUG VIOLATION,6,Saturday,DWIGHT WAY & SHATTUCK AVE,Berkeley,CA,37.863959,-122.267432
16043556,THEFT,THEFT FROM AUTO,7,23,2016,20,LARCENY - FROM VEHICLE,6,Saturday,2300 PIEDMONT AVE,Berkeley,CA,37.869839,-122.252365
16037624,DISTURBANCE,DISTURBANCE,6,25,2016,15,DISORDERLY CONDUCT,6,Saturday,2300 BONAR ST,Berkeley,CA,37.864335,-122.286429
16052166,THEFT,THEFT MISD. (UNDER $950),9,3,2016,17,LARCENY,6,Saturday,1400 SHATTUCK AVE,Berkeley,CA,37.881957,-122.269551
16091688,BURGLARY,BURGLARY AUTO,9,2,2016,19,BURGLARY - VEHICLE,5,Friday,1500 ALCATRAZ AVE,Berkeley,CA,37.847908,-122.277685
16057494,NARCOTICS,NARCOTICS,9,28,2016,0,DRUG VIOLATION,3,Wednesday,ASHBY AVENUE & CALIFORNIA ST,Berkeley,CA,37.853554,-122.276925
16052711,THEFT,THEFT MISD. (UNDER $950),9,4,2016,12,LARCENY,0,Sunday,2200 DWIGHT WAY,Berkeley,CA,37.864238,-122.265263
16034073,FRAUD/FORGERY,FRAUD/FORGERY,6,7,2016,14,FRAUD,2,Tuesday,2100 CENTER ST,Berkeley,CA,37.870308,-122.26805
16057707,NARCOTICS,NARCOTICS,9,29,2016,0,DRUG VIOLATION,4,Thursday,ASHBY AVENUE & ELLIS ST,Berkeley,CA,37.854021,-122.273207
16063699,FRAUD/FORGERY,FRAUD/FORGERY,10,23,2016,10,FRAUD,0,Sunday,2800 FULTON ST,Berkeley,CA,37.858759,-122.264112
16047816,THEFT,THEFT FROM AUTO,8,13,2016,13,LARCENY - FROM VEHICLE,6,Saturday,1400 SAN PABLO AVE,Berkeley,CA,37.878722,-122.295312
16037831,VEHICLE THEFT,VEHICLE STOLEN,6,26,2016,13,MOTOR VEHICLE THEFT,0,Sunday,3100 TELEGRAPH AVE,Berkeley,CA,37.853875,-122.260048
16091821,THEFT,THEFT MISD. (UNDER $950),10,22,2016,1,LARCENY,6,Saturday,3000 STANTON ST,Berkeley,CA,37.853203,-122.279642
16051687,DISTURBANCE,DISTURBANCE,9,1,2016,17,DISORDERLY CONDUCT,4,Thursday,ASHBY AVENUE & SHATTUCK AVE,Berkeley,CA,37.855293,-122.266502
16063355,NARCOTICS,NARCOTICS,10,25,2016,16,DRUG VIOLATION,2,Tuesday,1900 SHATTUCK AVE,Berkeley,CA,37.873687,-122.268616
16056663,VEHICLE THEFT,VEHICLE RECOVERED,9,24,2016,0,RECOVERED VEHICLE,6,Saturday,1100 BLAKE ST,Berkeley,CA,37.860265,-122.289213
16091003,BURGLARY,BURGLARY AUTO,6,17,2016,22,BURGLARY - VEHICLE,5,Friday,200 HILLCREST RD,Berkeley,CA,37.852499,-122.243431
16064194,THEFT,THEFT MISD. (UNDER $950),10,29,2016,22,LARCENY,6,Saturday,2800 ADELINE ST,Berkeley,CA,37.858079,-122.268016
16091378,BURGLARY,BURGLARY AUTO,8,12,2016,23,BURGLARY - VEHICLE,5,Friday,2000 ALLSTON WAY,Berkeley,CA,37.869096,-122.270137
16047440,VEHICLE THEFT,VEHICLE STOLEN,8,12,2016,11,MOTOR VEHICLE THEFT,5,Friday,2000 UNIVERSITY AVE,Berkeley,CA,37.871828,-122.270516
16050174,THEFT,THEFT MISD. (UNDER $950),8,25,2016,17,LARCENY,4,Thursday,1000 GILMAN ST,Berkeley,CA,37.88015,-122.297446
16063674,FRAUD/FORGERY,FRAUD/FORGERY,10,26,2016,19,FRAUD,3,Wednesday,2300 WARD ST,Berkeley,CA,37.860105,-122.261901
16051146,DISTURBANCE,DISTURBANCE,8,30,2016,0,DISORDERLY CONDUCT,2,Tuesday,500 CRAGMONT AVE,Berkeley,CA,37.902748,-122.269642
16055326,FRAUD/FORGERY,FRAUD/FORGERY,9,8,2016,11,FRAUD,4,Thursday,2000 VINE ST,Berkeley,CA,37.879921,-122.271646
16091042,THEFT,THEFT MISD. (UNDER $950),6,18,2016,11,LARCENY,6,Saturday,3300 ADELINE ST,Berkeley,CA,37.848259,-122.271795
16091291,THEFT,THEFT MISD. (UNDER $950),7,28,2016,11,LARCENY,4,Thursday,2000 SIXTH ST,Berkeley,CA,37.867589,-122.297553
16039647,THEFT,THEFT MISD. (UNDER $950),7,4,2016,18,LARCENY,1,Monday,1500 UNIVERSITY AVE,Berkeley,CA,37.870396,-122.281585
16091100,THEFT,THEFT MISD. (UNDER $950),7,3,2016,12,LARCENY,0,Sunday,2200 WARD ST,Berkeley,CA,37.8598,-122.264351
16091104,IDENTITY THEFT,IDENTITY THEFT,6,12,2016,18,FRAUD,0,Sunday,1600 WALNUT ST,Berkeley,CA,37.878407,-122.267962
16060800,DISTURBANCE,DISTURBANCE,9,6,2016,7,DISORDERLY CONDUCT,2,Tuesday,1000 ADDISON ST,Berkeley,CA,37.867383,-122.293938
16052701,BURGLARY,BURGLARY COMMERCIAL,9,5,2016,14,BURGLARY - COMMERCIAL,1,Monday,1300 UNIVERSITY AVE,Berkeley,CA,37.869784,-122.286394
16035703,THEFT,THEFT FROM AUTO,6,16,2016,18,LARCENY - FROM VEHICLE,4,Thursday,2100 UNIVERSITY AVE,Berkeley,CA,37.872294,-122.266852
16056187,BURGLARY,BURGLARY COMMERCIAL,9,1,2016,12,BURGLARY - COMMERCIAL,4,Thursday,1100 SECOND ST,Berkeley,CA,37.880971,-122.306626
16052516,THEFT,THEFT MISD. (UNDER $950),9,5,2016,12,LARCENY,1,Monday,100 BERKELEY SQ,Berkeley,CA,37.871171,-122.267718
16033015,THEFT,THEFT MISD. (UNDER $950),6,4,2016,18,LARCENY,6,Saturday,2300 SHATTUCK AVE,Berkeley,CA,37.867176,-122.267802
16059673,THEFT,THEFT FROM AUTO,6,1,2016,13,LARCENY - FROM VEHICLE,3,Wednesday,1600 SIXTY-SECOND ST,Berkeley,CA,37.872599,-122.303889
16091318,IDENTITY THEFT,IDENTITY THEFT,6,14,2016,16,FRAUD,2,Tuesday,1100 DELAWARE ST,Berkeley,CA,37.871689,-122.292898
16091004,BURGLARY,BURGLARY AUTO,6,17,2016,21,BURGLARY - VEHICLE,5,Friday,200 HILLCREST RD,Berkeley,CA,37.852499,-122.243431
16091136,IDENTITY THEFT,IDENTITY THEFT,6,24,2016,19,FRAUD,5,Friday,2200 HASTE ST,Berkeley,CA,37.865141,-122.265441
16043895,FRAUD/FORGERY,FRAUD/FORGERY,7,21,2016,12,FRAUD,4,Thursday,2400 ROOSEVELT AVE,Berkeley,CA,37.864584,-122.275705
16043640,NARCOTICS,NARCOTICS,7,25,2016,1,DRUG VIOLATION,1,Monday,2100 KITTREDGE ST,Berkeley,CA,37.868512,-122.26781
16053236,NARCOTICS,NARCOTICS,9,9,2016,3,DRUG VIOLATION,5,Friday,RUSSELL STREET & SACRAMENTO ST,Berkeley,CA,37.85492,-122.279323
16091075,THEFT,THEFT MISD. (UNDER $950),6,27,2016,7,LARCENY,1,Monday,2600 COLLEGE AVE,Berkeley,CA,37.863598,-122.253693
16090938,THEFT,THEFT MISD. (UNDER $950),6,6,2016,21,LARCENY,1,Monday,900 SANTA BARBARA RD,Berkeley,CA,37.892624,-122.268437
16049664,BURGLARY,BURGLARY RESIDENTIAL,7,31,2016,7,BURGLARY - RESIDENTIAL,0,Sunday,2000 VINE ST,Berkeley,CA,37.879921,-122.271646
16042968,THEFT,THEFT MISD. (UNDER $950),7,22,2016,1,LARCENY,5,Friday,2800 COLLEGE AVE,Berkeley,CA,37.859988,-122.253339
16055694,IDENTITY THEFT,IDENTITY THEFT,9,16,2016,8,FRAUD,5,Friday,1900 OXFORD ST,Berkeley,CA,37.873885,-122.266332
16044340,THEFT,THEFT MISD. (UNDER $950),7,24,2016,18,LARCENY,0,Sunday,2100 UNIVERSITY AVE,Berkeley,CA,37.872294,-122.266852
16059322,BURGLARY,BURGLARY AUTO,10,5,2016,20,BURGLARY - VEHICLE,3,Wednesday,1000 GILMAN ST,Berkeley,CA,37.88015,-122.297446
16031043,VANDALISM,VANDALISM,5,27,2016,0,VANDALISM,5,Friday,HEARST AVENUE & HENRY ST,Berkeley,CA,37.873745,-122.269775
16091653,BURGLARY,BURGLARY AUTO,9,25,2016,1,BURGLARY - VEHICLE,0,Sunday,18 BRIDGE RD,Berkeley,CA,37.856049,-122.238552
16040661,BURGLARY,BURGLARY AUTO,7,9,2016,18,BURGLARY - VEHICLE,6,Saturday,CEDAR STREET & BELVEDERE AVE,Berkeley,CA,37.875773,-122.289722
16051075,THEFT,THEFT MISD. (UNDER $950),8,29,2016,12,LARCENY,1,Monday,1000 MARIPOSA AVE,Berkeley,CA,37.889612,-122.27017
16055663,DISTURBANCE,DISTURBANCE,9,20,2016,2,DISORDERLY CONDUCT,2,Tuesday,2000 CALIFORNIA ST,Berkeley,CA,37.870627,-122.279765
16045581,DISTURBANCE,DISTURBANCE,8,3,2016,11,DISORDERLY CONDUCT,3,Wednesday,2500 SACRAMENTO ST,Berkeley,CA,37.862086,-122.281175
16037818,THEFT,THEFT MISD. (UNDER $950),6,24,2016,16,LARCENY,5,Friday,CURTIS STREET & HEARST AVE,Berkeley,CA,37.870911,-122.289684
16050440,ALCOHOL OFFENSE,ALCOHOL OFFENSE,8,26,2016,22,LIQUOR LAW VIOLATION,5,Friday,BANCROFT WAY & SHATTUCK AVE,Berkeley,CA,37.867601,-122.267718
16090937,BURGLARY,BURGLARY AUTO,6,6,2016,20,BURGLARY - VEHICLE,1,Monday,1201 EUCLID AVE,Berkeley,CA,37.88674,-122.262299
16043733,BURGLARY,BURGLARY AUTO,7,25,2016,12,BURGLARY - VEHICLE,1,Monday,2300 BANCROFT WAY,Berkeley,CA,37.868119,-122.263888
16032102,BURGLARY,BURGLARY RESIDENTIAL,5,27,2016,12,BURGLARY - RESIDENTIAL,5,Friday,2000 CHANNING WAY,Berkeley,CA,37.865501,-122.269774
16037209,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,6,23,2016,18,ASSAULT,4,Thursday,OREGON STREET & SHATTUCK AVE,Berkeley,CA,37.857637,-122.266803
16035788,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,6,17,2016,11,ASSAULT,5,Friday,2000 EMERSON ST,Berkeley,CA,37.854215,-122.269167
16049885,BURGLARY,BURGLARY AUTO,8,24,2016,11,BURGLARY - VEHICLE,3,Wednesday,1300 TENTH ST,Berkeley,CA,37.879996,-122.296893
16051723,DISTURBANCE,DISTURBANCE,9,1,2016,21,DISORDERLY CONDUCT,4,Thursday,PRINCE STREET & ACTON ST,Berkeley,CA,37.850974,-122.280926
16048058,FRAUD/FORGERY,FRAUD/FORGERY,8,12,2016,15,FRAUD,5,Friday,2900 TELEGRAPH AVE,Berkeley,CA,37.857452,-122.259548
16059463,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,10,6,2016,15,ASSAULT,4,Thursday,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
16040025,DISTURBANCE,DISTURBANCE,7,7,2016,8,DISORDERLY CONDUCT,4,Thursday,PARKER STREET & MATHEWS ST,Berkeley,CA,37.85959,-122.28701
16044101,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE,7,27,2016,10,FAMILY OFFENSE,3,Wednesday,2600 COLLEGE AVE,Berkeley,CA,37.863598,-122.253693
16038229,THEFT,THEFT MISD. (UNDER $950),6,28,2016,12,LARCENY,2,Tuesday,1400 SHATTUCK AVE,Berkeley,CA,37.881957,-122.269551
16053351,VEHICLE THEFT,VEHICLE STOLEN,9,8,2016,16,MOTOR VEHICLE THEFT,4,Thursday,1900 CHANNING WAY,Berkeley,CA,37.865205,-122.272027
16039591,DISTURBANCE,DISTURBANCE,7,5,2016,2,DISORDERLY CONDUCT,2,Tuesday,ALLSTON WAY & MILVIA ST,Berkeley,CA,37.869057,-122.270463
16031983,BURGLARY,BURGLARY AUTO,5,30,2016,23,BURGLARY - VEHICLE,1,Monday,2400 STUART ST,Berkeley,CA,37.859539,-122.259172
16060246,VEHICLE THEFT,VEHICLE STOLEN,10,9,2016,22,MOTOR VEHICLE THEFT,0,Sunday,2800 SHATTUCK AVE,Berkeley,CA,37.858525,-122.266906
16091504,BURGLARY,BURGLARY AUTO,9,3,2016,3,BURGLARY - VEHICLE,6,Saturday,3000 SACRAMENTO ST,Berkeley,CA,37.853275,-122.279078
16040946,BURGLARY,BURGLARY RESIDENTIAL,7,11,2016,4,BURGLARY - RESIDENTIAL,1,Monday,1100 SPRUCE ST,Berkeley,CA,37.888512,-122.266746
16037117,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,6,23,2016,10,ASSAULT,4,Thursday,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
16091206,THEFT,THEFT MISD. (UNDER $950),7,20,2016,17,LARCENY,3,Wednesday,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
16060344,BURGLARY,BURGLARY AUTO,10,10,2016,21,BURGLARY - VEHICLE,1,Monday,200 UNIVERSITY AVE,Berkeley,CA,37.865491,-122.310065
16041258,THEFT,THEFT FROM AUTO,7,3,2016,12,LARCENY - FROM VEHICLE,0,Sunday,SOLANO AVENUE & ENSENADA AVE,Berkeley,CA,37.89126,-122.281375
16059204,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE,10,5,2016,14,FAMILY OFFENSE,3,Wednesday,1300 UNIVERSITY AVE,Berkeley,CA,37.869784,-122.286394
16033114,NARCOTICS,NARCOTICS,6,5,2016,3,DRUG VIOLATION,0,Sunday,FOURTH STREET & ALLSTON WAY,Berkeley,CA,37.864836,-122.299024
16058516,BURGLARY,BURGLARY AUTO,10,1,2016,16,BURGLARY - VEHICLE,6,Saturday,1300 ADDISON ST,Berkeley,CA,37.868913,-122.28608
16046368,VEHICLE THEFT,VEHICLE RECOVERED,8,7,2016,10,RECOVERED VEHICLE,0,Sunday,2900 MABEL ST,Berkeley,CA,37.853959,-122.284067
16058960,BURGLARY,BURGLARY AUTO,10,4,2016,10,BURGLARY - VEHICLE,2,Tuesday,EUCLID AVENUE & EUNICE ST,Berkeley,CA,37.886588,-122.26234
16051810,SEXUAL ASSAULT,SEXUAL ASSAULT MISD.,9,2,2016,10,SEX CRIME,5,Friday,2300 BANCROFT WAY,Berkeley,CA,37.868119,-122.263888
16039425,DISTURBANCE,DISTURBANCE,7,4,2016,2,DISORDERLY CONDUCT,1,Monday,2200 SHATTUCK AVE,Berkeley,CA,37.869363,-122.268028
16060831,DISTURBANCE,DISTURBANCE,10,13,2016,12,DISORDERLY CONDUCT,4,Thursday,1700 SIXTY-SECOND ST,Berkeley,CA,37.871978,-122.303701
16091452,BURGLARY,BURGLARY AUTO,8,22,2016,23,BURGLARY - VEHICLE,1,Monday,2000 ACTON ST,Berkeley,CA,37.870054,-122.284263
16062933,BURGLARY,BURGLARY RESIDENTIAL,10,22,2016,17,BURGLARY - RESIDENTIAL,6,Saturday,1300 MCGEE AVE,Berkeley,CA,37.882038,-122.281136
16048402,VEHICLE THEFT,VEHICLE STOLEN,8,17,2016,4,MOTOR VEHICLE THEFT,3,Wednesday,1000 ADDISON ST,Berkeley,CA,37.867383,-122.293938
16040511,THEFT,THEFT MISD. (UNDER $950),7,8,2016,17,LARCENY,5,Friday,2500 SAN PABLO AVE,Berkeley,CA,37.861078,-122.289632
16091536,THEFT,THEFT MISD. (UNDER $950),9,6,2016,3,LARCENY,2,Tuesday,700 SPRUCE ST,Berkeley,CA,37.898024,-122.269917
16059157,VANDALISM,VANDALISM,10,5,2016,11,VANDALISM,3,Wednesday,2300 MCKINLEY AVE,Berkeley,CA,37.866842,-122.27366
16051135,THEFT,THEFT MISD. (UNDER $950),8,29,2016,22,LARCENY,1,Monday,1900 SHATTUCK AVE,Berkeley,CA,37.873687,-122.268616
16091243,THEFT,THEFT MISD. (UNDER $950),7,25,2016,9,LARCENY,1,Monday,1700 SONOMA AVE,Berkeley,CA,37.886772,-122.282524
16091498,BURGLARY,BURGLARY AUTO,9,2,2016,8,BURGLARY - VEHICLE,5,Friday,1900 HARMON ST,Berkeley,CA,37.849786,-122.269781
16091025,BURGLARY,BURGLARY AUTO,6,19,2016,18,BURGLARY - VEHICLE,0,Sunday,300 VERMONT AVE,Berkeley,CA,37.903781,-122.273576
16091245,BURGLARY,BURGLARY AUTO,7,25,2016,20,BURGLARY - VEHICLE,1,Monday,1300 ADA ST,Berkeley,CA,37.878244,-122.287239
16032456,FRAUD/FORGERY,FRAUD/FORGERY,5,29,2016,9,FRAUD,0,Sunday,2000 FIFTH ST,Berkeley,CA,37.867271,-122.298682
16062453,THEFT,THEFT MISD. (UNDER $950),10,21,2016,19,LARCENY,5,Friday,1700 UNIVERSITY AVE,Berkeley,CA,37.870948,-122.27733
16037592,THEFT,THEFT MISD. (UNDER $950),6,25,2016,10,LARCENY,6,Saturday,2000 SHATTUCK AVE,Berkeley,CA,37.871901,-122.268389
16048028,THEFT,THEFT MISD. (UNDER $950),8,13,2016,17,LARCENY,6,Saturday,2000 CENTER ST,Berkeley,CA,37.869973,-122.270557
16091781,BURGLARY,BURGLARY AUTO,10,17,2016,18,BURGLARY - VEHICLE,1,Monday,900 PARDEE ST,Berkeley,CA,37.856073,-122.292735
16049984,BURGLARY,BURGLARY AUTO,8,21,2016,0,BURGLARY - VEHICLE,0,Sunday,900 UNIVERSITY AVE,Berkeley,CA,37.868273,-122.295963
16058258,DISTURBANCE,DISTURBANCE,10,1,2016,4,DISORDERLY CONDUCT,6,Saturday,FOURTH STREET & VIRGINIA ST,Berkeley,CA,37.871883,-122.301255
16035280,BURGLARY,BURGLARY AUTO,6,13,2016,22,BURGLARY - VEHICLE,1,Monday,1600 BUENA AVE,Berkeley,CA,37.878489,-122.280522
16058314,THEFT,THEFT FROM AUTO,9,30,2016,11,LARCENY - FROM VEHICLE,5,Friday,1200 HASKELL ST,Berkeley,CA,37.850541,-122.286037
16047086,THEFT,THEFT MISD. (UNDER $950),8,10,2016,20,LARCENY,3,Wednesday,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
16091226,IDENTITY THEFT,IDENTITY THEFT,7,16,2016,16,FRAUD,6,Saturday,2300 VALLEY ST,Berkeley,CA,37.865255,-122.284519
16039318,DISTURBANCE,DISTURBANCE,7,3,2016,15,DISORDERLY CONDUCT,0,Sunday,1600 BONITA AVE,Berkeley,CA,37.877983,-122.272558
16034169,ALCOHOL OFFENSE,ALCOHOL OFFENSE,6,9,2016,22,LIQUOR LAW VIOLATION,4,Thursday,2200 SAN PABLO AVE,Berkeley,CA,37.866231,-122.291299
16038171,THEFT,THEFT MISD. (UNDER $950),6,21,2016,0,LARCENY,2,Tuesday,1400 OREGON ST,Berkeley,CA,37.855793,-122.281493
16047983,GUN/WEAPON,GUN/WEAPON,8,14,2016,23,WEAPONS OFFENSE,0,Sunday,GRAYSON STREET & SEVENTH ST,Berkeley,CA,37.855294,-122.292475
16091425,IDENTITY THEFT,IDENTITY THEFT,8,1,2016,18,FRAUD,1,Monday,1100 CAMELIA ST,Berkeley,CA,37.878747,-122.29519
